0.001,100,0.1043916796266313,0.011962967192070476,0.008633595555561502
0.005,100,0.43225726708025014,0.04562576717183785,0.029814693921480024
0.01,100,0.6951206934840981,0.0686236380823034,0.03893700612129119
0.05,100,1.089969183119605,0.11243317144538595,0.01840028008091553
0.1,100,1.0964316878594287,0.12500553771969233,0.0058449829380813985
0.5,100,1.0964608113924048,0.1294390290661913,0.0014114925158648412
1,100,1.096460811392405,0.12943907603586852,0.0014114455461874326
5,100,-3.611949409093616e+71,-4.422734969730152e+86,-4.4227349697301525e+86
10,100,-2.7192774037120576e+104,-3.399340978890565e+119,-3.3993409788905646e+119
0.075,100,1.0960098219366603,0.12073846012247094,0.010111919753154746
